id	title
F03	"MACHINES" OU MACHINES MOTRICES À LIQUIDES; MÉCANISMES MOTEURS À VENT, À RESSORTS, À POIDS; PRODUCTION D'ÉNERGIE MÉCANIQUE OU DE POUSSÉE PROPULSIVE PAR RÉACTION, NON PRÉVUE AILLEURS
F04	"MACHINES" À LIQUIDES À DÉPLACEMENT POSITIF; POMPES À LIQUIDES OU À FLUIDES COMPRESSIBLES
F15	DISPOSITIFS DE MANŒUVRE À PRESSION DE FLUIDE; HYDRAULIQUE OU TECHNIQUE PNEUMATIQUE EN GÉNÉRAL
F16	ÉLÉMENTS OU ENSEMBLES DE TECHNOLOGIE; MESURES GÉNÉRALES POUR ASSURER LE BON FONCTIONNEMENT DES MACHINES OU INSTALLATIONS; ISOLATION THERMIQUE EN GÉNÉRAL
F17	STOCKAGE OU DISTRIBUTION DES GAZ OU DES LIQUIDES
F21	ÉCLAIRAGE
F22	PRODUCTION DE VAPEUR
F23	APPAREILS À COMBUSTION; PROCÉDÉS DE COMBUSTION
F24	CHAUFFAGE; FOURNEAUX; VENTILATION
F25	RÉFRIGÉRATION OU REFROIDISSEMENT; SYSTÈMES COMBINÉS DE CHAUFFAGE ET DE RÉFRIGÉRATION; SYSTÈMES À POMPES À CHALEUR; FABRICATION OU EMMAGASINAGE DE LA GLACE; LIQUÉFACTION OU SOLIDIFICATION DES GAZ
F26	SÉCHAGE
F27	FOURS; CORNUES DE DISTILLATION
F28	ÉCHANGEURS DE CHALEUR EN GÉNÉRAL
F41	ARMES
F42	MUNITIONS; SAUTAGE
F99	MATIÈRE NON PRÉVUE AILLEURS DANS LA PRÉSENTE SECTION
G01	MÉTROLOGIE; TESTS
G02	OPTIQUE
G03	PHOTOGRAPHIE; CINÉMATOGRAPHIE; TECHNIQUES ANALOGUES UTILISANT D'AUTRES ONDES QUE DES ONDES OPTIQUES; ÉLECTROGRAPHIE; HOLOGRAPHIE
G04	HOROMÉTRIE
G05	COMMANDE; RÉGULATION
G06	CALCUL; COMPTAGE
G07	DISPOSITIFS DE CONTRÔLE
G08	SIGNALISATION
G09	ENSEIGNEMENT; CRYPTOGRAPHIE; PRÉSENTATION; PUBLICITÉ; SCEAUX
G10	INSTRUMENTS DE MUSIQUE; ACOUSTIQUE
G11	ENREGISTREMENT DE L'INFORMATION
G12	DÉTAILS OU PARTIES CONSTITUTIVES DES INSTRUMENTS
G16	TECHNOLOGIES DE L’INFORMATION ET DE LA COMMUNICATION [TIC] SPÉCIALEMENT ADAPTÉES À DES DOMAINES D’APPLICATION SPÉCIFIQUES
G21	PHYSIQUE NUCLÉAIRE; TECHNIQUE NUCLÉAIRE
G99	MATIÈRE NON PRÉVUE AILLEURS DANS LA PRÉSENTE SECTION
H01	ÉLÉMENTS ÉLECTRIQUES FONDAMENTAUX
H02	PRODUCTION, CONVERSION OU DISTRIBUTION DE L'ÉNERGIE ÉLECTRIQUE
H03	CIRCUITS ÉLECTRONIQUES FONDAMENTAUX
H04	TECHNIQUE DE LA COMMUNICATION ÉLECTRIQUE
H05	TECHNIQUES ÉLECTRIQUES NON PRÉVUES AILLEURS
H99	MATIÈRE NON PRÉVUE AILLEURS DANS LA PRÉSENTE SECTION
